objectid,title,subject,creator,editor,date,publication_type,format,identifier,description,rivers,years_studied,source,research_topic,location,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,display_template,filename,object_location,image_small,image_thumb
rrrd247,Texans' priorities for river water use,,"Stewart, W. P., Samuelson, C. D. and Brophy, D. R.",,1993,Journal Article,record,,,n/a,,"Journal of Soil and Water Conservation,  0022-4561, 48, 3,  219-222",Miscellaneous,Texas,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/247,247,,,record,,,,
rrrd248,Measuring perceived crowding for high-density river recreation: the effects of situational conditions and personal factors,,"Tarrant, M. A., Cordell, H. K. and Kibler, T. L.",,1997,Journal Article,record,,,Nantahala,,"Leisure Sciences,  0149-0400, 19, 2,  97-112",Crowding,North Carolina,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/248,248,,,record,,,,
rrrd249,Outdoor recreation and the predictive validity of environmental attitudes,,"Tarrant, M. A. and Green, G. T.",,1999,Journal Article,record,,,n/a,,"Leisure Sciences,  0149-0400, 21, 1,  17-30",Miscellaneous,Southeast U.S.,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/249,249,,,record,,,,
rrrd250,The Wilderness Use Simulation Model applied to Colorado river boating in Grand Canyon National Park,,"Underhill, A. H., Xaba, A. B. and Borkan, R. E.",,1986,Journal Article,record,,,Colorado (Grand Canyon),,"Environmental Management,  0364-152X, 10, 3,  367-374","Framework for managing recreation, Use allocation",Arizona,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/250,250,,,record,,,,
rrrd251,Recreation management in a region context,,"Wallace, J. P.","Wood, J. D., Jr.",1985,Conference Proceedings,record,,,Chattooga,,"Proceedings 1985 national outdoor recreation trends symposium, Volume II, February 24-27, 1985,  Myrtle Beach, SC,  USDI National Park Service, Science Publications Office,  206-213",Framework for managing recreation,Georgia; North Carolina; South Carolina,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/251,251,,,record,,,,
rrrd252,Public benefits of wild and scenic rivers,,"Walsh, R. G., Sanders, L. D. and Loomis, J. B.",,1986,Report,record,,,Unknown,,"USDA Forest Service, Intermountain Research Station,  General Technical Report INT-212,  363-369","Miscellaneous, Use estimation methods",Colorado,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/252,252,,,record,,,,
rrrd253,Safe play among protected species,,"Wegner, D. E.",,1991,Journal Article,record,,,San Marcos,,"Parks & Recreation (Arlington),  0031-2215, 26, 11,  42-44",Cooperative/collaborative management,Texas,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/253,253,,,record,,,,
rrrd254,The social context of contingent valuation transactions,,"Welch, N. and Fischhoff, B.",,2001,Journal Article,record,,,Monongahela,,"Society and Natural Resources, 14, 3,  209-221",Economic value of recreation,West Virginia,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/254,254,,,record,,,,
rrrd255,"Uses, attitudes, and values of recreation participants on the Mississippi headwaters",,"Welle, P. G. and Baer, N. W.",,1997,Journal Article,record,,,Mississippi (Upper),,"Journal of Applied Recreation Research, 22, 2,  123-156","Flow effects, User characteristics, Crowding, User group conflicts, Recreation setting, Local resident viewpoint",Minnesota,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/255,255,,,record,,,,
rrrd256,Recreation specialization and norms of depreciative behavior among canoeists,,"Wellman, J. D., Roggenbuck, J. W. and Smith, A. C.",,1982,Journal Article,record,,,n/a,,"Journal of Leisure Research,  0022-2216, 14, 4,  323-340",Miscellaneous,Virginia,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/256,256,,,record,,,,
rrrd257,River recreation management research: a decision-making framework applied to the Kenai River,,"Westenburg, L. and Jubenville, A.",,1985,Journal Article,record,,,Kenai,,"Agroborealis,  0002-1822, 17, 2,  43-48",User characteristics,Alaska,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/257,257,,,record,,,,
rrrd258,The economic value of recreational fishing and boating to visitors and communities along the Upper Snake River,,"Loomis, J.",,2005,Report,record,,,Snake (Upper),,"Fort Collins, CO,  Dept. of Agricultural and Resource Economics, Colorado State University, 97",n/a,Wyoming; Idaho,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/258,258,,,record,,,,
rrrd259,Recreational specializations and motivations of Virginia river anglers,,"Chipman, B. D. and Helfrich, L. A.",,1988,Journal Article,record,,,New; Shenandoah,,"North American Journal of Fisheries Management, 8,  390-398",n/a,Virginia,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/259,259,,,record,,,,
rrrd260,"The effect of norm-encounter compatibility on crowding perceptions, experience and behavior in river recreation settings",,"Williams, D. R., Roggenbuck, J. W. and Bange, S. P.",,1991,Journal Article,record,,,New River Gorge,,"Journal of Leisure Research,  0022-2216, 23, 2,  154-172","Social norms, Crowding, Satisfaction",West Virginia,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/260,260,,,record,,,,
rrrd261,Rogue River user study: assessing displacement and product shift on the wild Rogue,,"Shelby, B. and Shindler, B. A.",,1992,Report,record,,,Rogue,,"Corvallis, OR,  Oregon State University, Department of Forest Resources, 47",Crowding,Oregon,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/261,261,,,record,,,,
rrrd262,Instream flows and angler habitat: flow effects on fishability on eight pacific northwest rivers,"angler flow evaluations, optimal fishing flows, instream flows","Whittaker, D., Shelby, B. and Abrams, J.",,2006,Journal Article,record,,,Pit; Klamath (Upper); North Umpqua; Salmon (Middle); Salmon (Main); Selway; Lochsa; Snake (Hells Canyon),,"Human Dimensions of Wildlife,  1087-1209, 11, 5,  343-357","Flow effects, Instream flows, Angler flow evaluations",California; Oregon; Idaho,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/262,262,,,record,,,,
rrrd263,The 1992 Riggins area visitor information study,,"Perin, S. R., McLaughlin, W. J. and Grussing, L.",,1993,Report,record,,,Salmon (Lower),,"Moscow, ID,  Idaho Forest, Wildlife and Range Experiment Station, College of Forestry, Wildlife and Range Sciences, University of Idaho,  Contribution Number 709, 145",Public education techniques,Idaho,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/263,263,,,record,,,,
rrrd264,"Impacts, standards, and perceived crowding on the Deschutes River: extending carrying capacity research","Management standards, Perceived crowding, carrying capacity","Whittaker, D.",,1987,Thesis,record,,,Deschutes,,"Corvallis, OR,  Oregon State University, 110","Crowding, Carrying capacity",Oregon,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/264,264,,,record,,,,
rrrd265,Recreational satisfaction at Buffalo National River: some measurement concerns,,"Ditton, R. B., Graefe, A. R. and Fedler, A. J.",,1981,Report,record,,,Buffalo National,,"St. Paul, MN,  USDA Forest Service, North Central Forest Experiment Station,  General Technical Report NC-63,  9-17",User satisfaction,Nebraska,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/265,265,,,record,,,,
rrrd266,Visitor images of national parks: the influence of social definitions of places on perceptions and behavior,,"Schreyer, R. and Roggenbuck, J. W.",,1981,Report,record,,,Green; Yampa,,"St. Paul, MN,  USDA Forest Service, North Central Forest Experiment Station,  General Technical Report NC-63,  39-44","Recreation setting, Frameworks for managing recreation, User experience, Boater characteristics, Trip characteristics",Colorado; Utah,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/266,266,,,record,,,,
rrrd267,Rogue River boating safety and conflict study,,"Watson, C. and Groe, S.",,1995,Book,record,,,Rogue,,"Sacramento, CA,  WRC-Environmental",n/a,Oregon,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/267,267,,,record,,,,
rrrd268,Towards an understanding of gender differences with respect to whitewater rafting preferences,,"Morais, D. B., Zillifro, T. and Dubrouillet, S.","Todd, S.",2002,Conference Proceedings,record,,,Chattooga; Nantahala; Ocoee; Pigeon,,"2001 Northeastern Recreation Research Symposium, GTR-NE-289,  Bolton Landing, NY,  U.S. Department of Agriculture, Forest Service, Northeastern Research Station,  298-304",n/a,South Carolina; North Carolina; Tennessee,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/268,268,,,record,,,,
rrrd269,Social groups preferences relation to motivations and ability levels of whitewater kayakers,,"Turner, S. and Zwick, R.","Todd, S.",2002,Conference Proceedings,record,,,Deerfield,,"2001 Northeastern Recreation Research Symposium, GTR-NE-289,  Bolton Landing, NY,  USDA Forest Service, Northeastern Research Station,  421-425",n/a,Massachusetts,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/269,269,,,record,,,,
rrrd270,User preferences for social conditions on the St. Croix international waterway,,"Hannon, J., Daigle, J. J. and Stacey, C.","Todd, S.",2002,Conference Proceedings,record,,,St. Croix International Waterway,,"2001 Northeastern Recreation Research Symposium, GTR-NE-289,  Bolton Landing, NY,  USDA Forest Service, Northeastern Research Station,  320-325",n/a,Maine,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/270,270,,,record,,,,
rrrd271,The relationship of interpretation to ecotourism trip satisfaction and attainment of National Park Service objectives,,"Tierney, P., Price, L. and Arnould, E.",,1994,Conference Proceedings,record,,,Green; Yampa,,"Rivers Without Boundaries,  Grand Junction, CO,  American River Management Society,  121-123","User satisfaction, Public education techniques",Colorado; Utah,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/271,271,,,record,,,,
rrrd272,2001 Columbia River recreation survey: Implications for the Hanford Site integrated assessment,,"Anderson, D. M., Scott, M. J., Bunn, A. L., Fowler, R. A., Prendergast, E. L., Miley, T. B., Eschbach, T. O. and Jaksch, J. A.",,2002,Report,application/pdf,,,Columbia (Hanford Reach),,"Richland, Wash. Pacific Northwest National Laboratory, United States Department of Energy, PNNL-13840, 44","Use estimation methods, Economic value of recreation, Trip characteristics",Washington,2010-04-20,2010-04-20,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/272,272,271.pdf,/rrrd/image/271.pdf,pdf,rrrd272.pdf,https://objects.lib.uidaho.edu/rrrd/rrrd272.pdf,https://objects.lib.uidaho.edu/rrrd/small/rrrd272_sm.jpg,https://objects.lib.uidaho.edu/rrrd/thumbs/rrrd272_th.jpg
rrrd273,"Recreationists in the Columbia River Gorge National Scenic Area: a survey of user characteristics, behaviors, and attitudes",,"Burns, R. C. and Graefe, A. R.","Todd, S.",2002,Conference Proceedings,application/pdf,,,Columbia,,"2001 Northeastern Recreation Research Symposium, GTR-NE-289, Bolton Landing, NY, USDA Forest Service, Northeastern Research Station, 138-143","User satisfaction, User characteristics, Recreation experience, Economic value of recreation",Washington; Oregon,2010-04-20,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/273,273,272.pdf,/rrrd/image/272.pdf,pdf,rrrd273.pdf,https://objects.lib.uidaho.edu/rrrd/rrrd273.pdf,https://objects.lib.uidaho.edu/rrrd/small/rrrd273_sm.jpg,https://objects.lib.uidaho.edu/rrrd/thumbs/rrrd273_th.jpg
rrrd274,Managing campsite impacts on wild rivers: are there lessons for wilderness managers?,,"Cole, D. N.",,2000,Journal Article,application/pdf,,,Salmon (Main); Salmon (Middle Fork),,"International Journal of Wilderness, 6, 3, 12-16","Level of environmental impact, Monitoring recreation use/impacts",Idaho,2010-04-20,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/274,274,273.pdf,/rrrd/image/273.pdf,pdf,rrrd274.pdf,https://objects.lib.uidaho.edu/rrrd/rrrd274.pdf,https://objects.lib.uidaho.edu/rrrd/small/rrrd274_sm.jpg,https://objects.lib.uidaho.edu/rrrd/thumbs/rrrd274_th.jpg
rrrd275,Expectation recall and satisfaction on Owyhee River boating trips,,"Dickson, S. C.",,2003,Thesis,application/pdf,,,Owyhee,,"Moscow, ID, University of Idaho,.89","Boater characteristics, Crowding, Perception of river flow, Recreational experience, Trip characteristics, Motivations, Level of environmental impacts, Outfitter/guides, User group conflicts, User satisfaction",Oregon,2010-04-20,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/275,275,274.pdf,/rrrd/image/274.pdf,pdf,rrrd275.pdf,https://objects.lib.uidaho.edu/rrrd/rrrd275.pdf,https://objects.lib.uidaho.edu/rrrd/small/rrrd275_sm.jpg,https://objects.lib.uidaho.edu/rrrd/thumbs/rrrd275_th.jpg
rrrd276,Effect of varied question format on boaters' norms,,"Hall, T., Shelby, B. and Rolloff, D.",,1996,Journal Article,application/pdf,,,Clackamas,,"Leisure Sciences, 0149-0400, 18, 2, 193-204","Encounter norms, Survey techniques, Trip characteristics",OR,2010-04-20,2010-04-20,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/276,276,275.pdf,/rrrd/image/275.pdf,pdf,rrrd276.pdf,https://objects.lib.uidaho.edu/rrrd/rrrd276.pdf,https://objects.lib.uidaho.edu/rrrd/small/rrrd276_sm.jpg,https://objects.lib.uidaho.edu/rrrd/thumbs/rrrd276_th.jpg
rrrd277,Whitewater recreation on the Clackamas River,,"Hall, T. and Shelby, B.",,1995,Report,application/pdf,,,Clackamas (Upper),,"Corvallis, OR, Oregon State University, Department of Forest Resources, 106","Boater characteristics, River use patterns, Perceptions of social and ecological conditions, Boater attitudes, River use levels",Oregon,2010-04-20,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/277,277,276.pdf,/rrrd/image/276.pdf,pdf,rrrd277.pdf,https://objects.lib.uidaho.edu/rrrd/rrrd277.pdf,https://objects.lib.uidaho.edu/rrrd/small/rrrd277_sm.jpg,https://objects.lib.uidaho.edu/rrrd/thumbs/rrrd277_th.jpg
rrrd278,The influence of activity importance and similarity on perception of recreation substitutes,,"Manfredo, M. J. and Anderson, D.",,1987,Journal Article,application/pdf,,,Metolius,,"Leisure Sciences, 0149-0400, 9, 2, 77-86",User experience,Oregon,2010-04-20,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/278,278,277.pdf,/rrrd/image/277.pdf,pdf,rrrd278.pdf,https://objects.lib.uidaho.edu/rrrd/rrrd278.pdf,https://objects.lib.uidaho.edu/rrrd/small/rrrd278_sm.jpg,https://objects.lib.uidaho.edu/rrrd/thumbs/rrrd278_th.jpg
rrrd279,"Recreational use and carrying capacity for the Klamath River, Part I: summer season June 15 - September 15",,"Shelby, B. and Stein, K.",,1984,Report,application/pdf,,,Klamath,,"Corvallis, OR, Oregon State University, Water Resources Research Institute, WRRI-92, 147","Use estimation methods, Boater characteristics, Recreation experience, Trip characteristics, Encounter norms",Oregon,2010-04-20,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/279,279,278.pdf,/rrrd/image/278.pdf,pdf,rrrd279.pdf,https://objects.lib.uidaho.edu/rrrd/rrrd279.pdf,https://objects.lib.uidaho.edu/rrrd/small/rrrd279_sm.jpg,https://objects.lib.uidaho.edu/rrrd/thumbs/rrrd279_th.jpg
rrrd280,"Recreational use and carrying capacity for the Klamath River, Part II: fall season September 15 - December 15",,"Shelby, B. and Stein, K.",,1984,Report,application/pdf,,,Klamath,,"Corvallis, OR, Oregon State University, Water Resources Research Institute, WRRI-92, 147",Use allocation,Oregon,2010-04-20,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/280,280,279.pdf,/rrrd/image/279.pdf,pdf,rrrd280.pdf,https://objects.lib.uidaho.edu/rrrd/rrrd280.pdf,https://objects.lib.uidaho.edu/rrrd/small/rrrd280_sm.jpg,https://objects.lib.uidaho.edu/rrrd/thumbs/rrrd280_th.jpg
rrrd281,Recreational use associated with the Snake River in the Hells Canyon National Recreation Area,,"Brown, M.",,2003,Report,application/pdf,,,Snake (Hells Canyon),,"Idaho Power Company, Technical Report Appendix E. 5-3, 142","Boater characteristics, Use levels, Trip characteristics, Use estimation methods",Idaho,2010-05-02,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/281,281,280.pdf,/rrrd/image/280.pdf,pdf,rrrd281.pdf,https://objects.lib.uidaho.edu/rrrd/rrrd281.pdf,https://objects.lib.uidaho.edu/rrrd/small/rrrd281_sm.jpg,https://objects.lib.uidaho.edu/rrrd/thumbs/rrrd281_th.jpg
rrrd282,Rogue River user study: Wild Rogue planning and policy study,,"Shindler, B. and Shelby, B.",,1992,Report,application/pdf,,,Rogue,,"Corvallis, OR, Department of Forest Resources, Oregon State University","Boater characteristics, Acceptable level of environmental impacts, Crowding, User group conflicts, User experience, Management standards",Oregon,2010-05-02,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/282,282,281.pdf,/rrrd/image/281.pdf,pdf,rrrd282.pdf,https://objects.lib.uidaho.edu/rrrd/rrrd282.pdf,https://objects.lib.uidaho.edu/rrrd/small/rrrd282_sm.jpg,https://objects.lib.uidaho.edu/rrrd/thumbs/rrrd282_th.jpg
rrrd283,Hells Canyon visitor profile and recreation use study,,"Krumpe, E., Allen, S. and McCoy, L.",,1989,Report,application/pdf,,,Snake (Hells Canyon),,"Moscow, ID, University of Idaho, College of Forestry, Wildlife and Range Sciences, Department of Wildland Recreation Management, 62","Visitor characteristics, Crowding, Motivations, User preferences, User expectations, Recreation experience, Trip characteristics, Perceptions of management",Idaho; Oregon,2010-05-02,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/283,283,282.pdf,/rrrd/image/282.pdf,pdf,rrrd283.pdf,https://objects.lib.uidaho.edu/rrrd/rrrd283.pdf,https://objects.lib.uidaho.edu/rrrd/small/rrrd283_sm.jpg,https://objects.lib.uidaho.edu/rrrd/thumbs/rrrd283_th.jpg
rrrd284,A test for inequity in river reservation systems,,"Schomaker, J. H. and Leatherberry, E. C.",,1983,Journal Article,application/pdf,,,Deschutes; Owyhee; Salmon (Lower),,"Journal of Soil and Water Conservation, 38, 1, 52-56","Use allocation, Permit/fee system",Nationwide,2010-05-02,2010-05-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/284,284,283.pdf,/rrrd/image/283.pdf,pdf,rrrd284.pdf,https://objects.lib.uidaho.edu/rrrd/rrrd284.pdf,https://objects.lib.uidaho.edu/rrrd/small/rrrd284_sm.jpg,https://objects.lib.uidaho.edu/rrrd/thumbs/rrrd284_th.jpg
rrrd285,Some recent products of river recreation research,,n/a,"Lime, D. W. and Field, D. R.",1981,Conference Proceedings,record,,,Numerous,,"Second Conference on Scientific Research in the National Parks,  GTR-NC-63, San Francisco, CA, USDA Forest Service, North Central Forest Experiment Station, 61","Satisfaction, Motivations, User perceptions, Use allocation, Displacement",Nationwide,2010-05-02,2010-05-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/285,285,,,record,,,,
rrrd286,Toward an understanding of norm prevalence: a comparative analysis of 20 years of research,,"Donnelly, M. P., Vaske, J. J., Whittaker, D. and Shelby, B.",,2000,Journal Article,record,,,22 rivers,,"Environmental Management, 0364-152X, 25, 4, 403-414",User experience,Nationwide,2010-05-02,2010-05-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/286,286,,,record,,,,
rrrd287,Response format effects in questions about norms: implications for the reliability and validity of the normative approach,,"Hall, T. E. and Roggenbuck, J. W.",,2002,Journal Article,record,,,McKenzie; Okefenokee NWR,,"Leisure Sciences, 0149-0400, 24, 3/4, 325-337",Survey techniques,Oregon; Georgia,2010-05-02,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/287,287,,,record,,,,
rrrd288,Experience preferences of participants in different types of river recreation groups,,"Heywood, J. L.",,1987,Journal Article,record,,,Numerous,,"Journal of Leisure Research, 0022-2216, 19, 1, 1-12","Recreation experience, Visitor preferences",Nationwide,2010-05-02,2010-05-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/288,288,,,record,,,,
rrrd289,Development and application of criteria as a basis for selecting public involvement techniques,,"Hoffman, C. Y.",,1998,Thesis,record,,,Salmon,,"Moscow, ID, University of Idaho, 117","Public involvement techniques, Issue identification",Idaho,2010-05-02,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/289,289,,,record,,,,
rrrd290,Idaho river survey,,"McCain, G.",,1980,Report,record,,,Unknown,,"Boise, ID, Idaho Outfitters and Guides Association",Unknown,Idaho,2010-05-02,2010-05-09,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/290,290,,,record,,,,
rrrd291,Preferences for allocating river recreation use,,"McCool, S. F. and Utter, J.",,1981,Journal Article,record,,,Unknown,,"Water Resources Bulletin, 0043-1370, 17, 3, 431-437",Use allocation,Unknown,2010-05-02,2010-05-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/291,291,,,record,,,,
rrrd292,New directions in river resource management: a look at agency-outfitter partnerships,,"Norman, W. C., Lime, D. W. and Roggenbuck, J. W.",,1989,Journal Article,record,,,Unknown,,"Western Wildlands, 0363-6690, 15, 3, 18-23","Outfitter/guide, Partnerships, Collaboration, Cooperative management",Unknown,2010-05-02,2010-05-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/292,292,,,record,,,,
rrrd293,Recreational effects on riparian areas,,"Rasmussen, G. A. and Padgett, W.",,1994,Journal Article,record,,,Unknown,,"Natural Resources and Environmental Issues, 1, 45-48","Riparian impacts, Environmental impacts",Unknown,2010-05-02,2010-05-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/293,293,,,record,,,,
rrrd294,Klamath River Hydroelectric Project - flows and recreation: phase I report for upper river segments,,"Shelby, B. and Whittaker, D.",,2002,Report,record,,,Klamath (Upper),,"Portland, OR: PacifiCorp, FERC No. 2082, 83","Flow effects, Hydropower",Oregon; California,2010-05-02,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/294,294,,,record,,,,
rrrd295,Controlled flow studies for recreation: a case study on Oregon's North Umpqua River,,"Shelby, B., Whittaker, D. and Roppe, J.",,1998,Journal Article,record,,,North Umpqua,,"Rivers, 0898-8048, 6, 4, 259","Recreation setting, User Experience, Instream flow, Flow effects",Oregon,2010-05-02,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/295,295,,,record,,,,
rrrd296,An application of demand modelling to whitewater river recreation,,"Verbyla, P. S.",,1983,Journal Article,record,,,Unknown,,"Forestry Abstracts, 44, 10, 620-621","Demand modeling, Recreation demand",Unknown,2010-05-02,2010-05-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/296,296,,,record,,,,
rrrd297,Evaluating instream flows for recreation: applying the structural norm approach to biophysical conditions,,"Whittaker, D. and Shelby, B.",,2002,Journal Article,record,,,34 rivers,,"Leisure Sciences, 0149-0400, 24, 3/4, 363-374","Recreation setting, Instream flows, Norms, Flow evaluations",Nationwide,2010-05-02,2010-05-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/297,297,,,record,,,,
rrrd298,River recreation experience opportunities in two Recreation Opportunity Spectrum (ROS) classes,,"Wollmuth, D. C., Schomaker, J. H. and Merriam, L. C.",,1985,Journal Article,record,,,Unknown,,"Water Resources Bulletin, 0043-1370, 21, 5, 851-857",Recreation experience,Unknown,2010-05-02,2010-05-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/298,298,,,record,,,,
